APPLICATION_NUMBER,APPLICATION_DATE,CUSTOMER_TYPE,CALCULATION_TYPE,CUSTOMER_DOB,CUSTOMER_AGE,CO_APPLICANT_DOB,CO_APPLICANT_AGE,FINANCE_AMOUNT,TENURE_IN_MONTH,TENURE_IN_YEAR,PARTIAL_FINANCE_AMOUNT,PARTIAL_TENURE,PREMIUM,CREATED_ON
25159718110,2025-08-06,CUSTOMER,FULL,1975-01-01,50,NULL,0,400000,36,3,0,0,15883,"2025-08-06 12:46:16"
8800446190,2025-08-06,CUSTOMER,FULL,1988-01-24,37,1993-12-14,31,241000,30,3,0,0,3080,"2025-08-06 12:45:59"
25159706332,2025-08-05,CUSTOMER,FULL,1983-01-01,42,1989-01-01,36,400000,42,4,0,0,9049,"2025-08-06 12:45:55"
25159170400,2025-07-28,CUSTOMER,FULL,1998-11-09,26,1960-01-01,65,110000,35,3,0,0,980,"2025-08-06 12:45:45"
8800436290,2025-08-05,CUSTOMER,FULL,1981-01-01,44,NULL,-1,320000,48,4,0,0,8523,"2025-08-06 12:45:43"
8800563730,2025-08-06,CUSTOMER,FULL,1982-01-01,43,NULL,0,420000,42,4,0,0,9174,"2025-08-06 12:45:21"
25159692732,2025-08-04,CUSTOMER,FULL,2003-02-28,22,1992-01-25,33,617000,60,5,0,0,6538,"2025-08-06 12:45:13"
25159717366,2025-08-06,CUSTOMER,FULL,1973-11-13,51,2000-07-18,25,450000,24,2,0,0,11735,"2025-08-06 12:45:04"
8800244735,2025-08-06,CUSTOMER,FULL,1999-02-14,26,1996-08-05,29,500000,48,4,0,0,5275,"2025-08-06 12:45:01"
25159404424,2025-07-30,CUSTOMER,FULL,1997-08-03,27,NULL,-1,780000,72,6,0,0,11404,"2025-08-06 12:44:59"
25159668795,2025-08-02,CUSTOMER,FULL,1997-09-01,27,NULL,-1,240000,18,2,0,0,1671,"2025-08-06 12:44:48"
25159705230,2025-08-05,CUSTOMER,FULL,2000-09-11,24,NULL,-1,314000,48,4,0,0,2961,"2025-08-06 12:44:39"
8800429651,2025-07-09,CUSTOMER,FULL,1985-01-01,40,NULL,-1,380000,36,3,0,0,5937,"2025-08-06 12:44:26"
8800318002,2025-06-20,CUSTOMER,FULL,1974-01-01,51,1958-11-02,66,240000,36,3,0,0,10459,"2025-08-06 12:44:13"
25159718149,2025-08-06,CUSTOMER,FULL,1995-02-02,30,NULL,0,283000,36,3,0,0,2538,"2025-08-06 12:43:40"
25159717073,2025-08-06,CUSTOMER,FULL,1995-01-01,30,1964-01-01,61,1016000,72,6,0,0,15442,"2025-08-06 12:43:39"
25159670143,2025-08-02,CUSTOMER,FULL,1991-01-02,34,1992-03-01,33,682000,60,5,0,0,10849,"2025-08-06 12:43:26"
8800200792,2025-08-04,CUSTOMER,FULL,1980-05-25,45,NULL,-1,85000,18,2,0,0,1546,"2025-08-06 12:43:05"
8800481910,2025-08-05,CUSTOMER,FULL,2000-03-15,25,NULL,-1,350000,36,3,0,0,3090,"2025-08-06 12:42:51"
25159668882,2025-08-02,CUSTOMER,FULL,1989-03-23,36,NULL,-1,150000,36,3,0,0,1806,"2025-08-06 12:42:49"
25159668209,2025-08-01,CUSTOMER,FULL,1996-01-01,29,2004-01-01,21,265000,36,3,0,0,2343,"2025-08-06 12:42:20"
8800529631,2025-08-06,CUSTOMER,FULL,1995-07-09,30,NULL,0,890000,48,4,0,0,10114,"2025-08-06 12:42:18"
25159672567,2025-08-02,CUSTOMER,FULL,2001-01-01,24,NULL,-1,295000,48,4,0,0,2782,"2025-08-06 12:42:09"
25158867151,2025-07-11,CUSTOMER,FULL,1968-06-25,57,NULL,-1,150000,29,3,0,0,10674,"2025-08-06 12:41:32"
25159399130,2025-07-30,CUSTOMER,FULL,1996-12-25,28,1996-01-01,29,1060000,60,5,0,0,12308,"2025-08-06 12:41:15"
25159391793,2025-07-30,CUSTOMER,FULL,1988-10-09,36,1992-08-26,32,5100000,58,5,0,0,86479,"2025-08-06 12:41:02"
25159396759,2025-07-30,CUSTOMER,FULL,2002-09-19,22,NULL,-1,150000,24,2,0,0,905,"2025-08-06 12:41:01"
25159100474,2025-08-06,CUSTOMER,FULL,1979-04-12,46,NULL,0,250000,24,2,0,0,5319,"2025-08-06 12:40:54"
25159711587,2025-08-05,CUSTOMER,FULL,1983-09-05,41,1997-11-28,27,346000,36,3,0,0,5406,"2025-08-06 12:40:44"
25159717082,2025-08-06,CUSTOMER,FULL,1990-08-13,34,1972-07-15,53,664990,60,5,0,0,10578,"2025-08-06 12:40:10"
25159682076,2025-08-03,CUSTOMER,FULL,2005-01-01,20,1983-01-01,42,975000,61,6,0,0,12518,"2025-08-06 12:39:49"
25159715360,2025-08-06,CUSTOMER,"PARTIAL TENURE",1975-02-03,50,1975-02-20,50,680000,42,4,0,2,16149,"2025-08-06 12:39:10"
8800470166,2025-08-06,CUSTOMER,FULL,1996-01-10,29,NULL,0,600000,60,5,0,0,7873,"2025-08-06 12:39:09"
25159717407,2025-08-06,CUSTOMER,FULL,1989-01-01,36,NULL,0,320000,36,3,0,0,3807,"2025-08-06 12:39:01"
25159685593,2025-08-04,CUSTOMER,FULL,1988-06-24,37,1963-06-01,62,680000,60,5,0,0,12879,"2025-08-06 12:38:48"
